criticality,defect_severity,asset_criticality,failure_consequence,deferral_history,mandatory,duration_minutes,restoration_minutes,power_isolation,snt_disconnection,department_risk,window_hours,traffic_block,failure_after_deferral,safety_escalation,emergency_intervention,disruption_minutes,maintenance_effectiveness,outcome_risk_score
4,3,3,2,0,1,75,20,1,0,0.72,1.5,1,1,1,1,34.179548003021985,0.6705054434603173,0.8158509842931257
5,1,3,5,7,1,45,15,1,0,0.72,2.0,1,1,0,0,37.27674283809621,0.6741846509005325,0.3876582363290269
4,5,3,2,8,0,120,20,0,0,0.86,8.0,1,1,0,1,82.44763918612547,0.5137769372433457,0.6190007071837161
3,5,1,1,1,0,60,0,1,1,0.86,4.0,0,1,1,1,64.80242812248167,0.7760857683352264,0.8288756149648553
3,5,3,1,4,1,75,10,1,0,0.86,24.0,0,1,0,0,71.81124618946023,0.8397715498984204,0.3990901556334174
1,5,3,2,0,1,90,60,1,1,0.72,12.0,1,0,0,0,96.8697236554769,0.6499283525965448,0.0890848310885598
2,3,5,4,6,1,75,30,0,0,0.82,4.0,1,1,1,0,66.20427830315359,0.4970558255245667,0.6593422777487161
3,3,1,3,5,1,90,15,0,0,0.72,12.0,1,1,0,1,52.16262286000442,0.744061233115554,0.582690795588581
4,5,5,5,5,1,60,60,0,1,0.86,72.0,1,1,0,0,119.3356847389613,0.6344155569613941,0.44514803417201
5,1,1,4,3,1,180,10,0,0,0.82,1.5,1,1,0,0,124.84366836953754,0.8308781312214024,0.4350676430608602
4,3,5,5,0,0,120,20,1,0,0.86,2.0,1,1,1,0,24.816226867976376,0.718420835875438,0.616254692734037
5,4,5,3,1,1,75,15,0,0,0.86,2.0,0,1,1,0,46.33795885228328,0.799410607289093,0.6249332300579524
5,3,5,1,1,0,150,30,1,0,0.82,4.0,1,0,1,0,61.709840768147586,0.8206335603454882,0.29369554462124753
1,4,1,4,2,1,180,15,0,1,0.82,8.0,0,0,0,1,44.744690855475454,0.6652323120943383,0.24326353205704665
2,1,1,5,1,0,180,0,0,0,0.72,24.0,1,0,1,0,87.60329803170237,0.9157914842550022,0.30429679478995136
1,2,3,2,4,0,30,0,0,0,0.72,3.0,1,1,0,1,73.13627662193329,0.77596151520939,0.5944402116832983
3,3,4,5,1,0,90,10,0,1,0.72,72.0,0,0,1,1,60.47443811731232,0.5867890423049085,0.4992410591168646
4,2,2,5,1,0,150,0,0,0,0.72,48.0,1,1,0,1,82.6707679661499,0.6982040068839541,0.6062395648288899
3,1,5,2,0,1,150,15,1,0,0.86,8.0,1,0,0,0,69.92270346631958,0.708852481017691,0.06699546197297468
1,5,5,4,6,0,60,45,1,0,0.82,24.0,1,1,1,0,43.07148806325224,0.5910362164692161,0.6373417902226564
2,3,1,1,7,1,75,30,0,0,0.72,1.5,1,0,0,0,183.2579356368587,0.6129597788399164,0.14926477257244497
2,1,5,1,7,1,90,60,1,0,0.86,4.0,1,0,0,1,28.12565781196907,0.6636761195277086,0.23229311017437312
4,1,4,5,6,0,45,15,0,0,0.72,8.0,1,1,1,0,43.65274657116877,0.5588197424595214,0.6399844490752794
4,5,4,1,8,0,45,10,1,0,0.86,24.0,1,1,0,1,67.23680085656204,0.6077279279130747,0.6022835789504595
1,1,5,2,6,0,180,0,0,0,0.86,48.0,0,1,0,0,82.55022090243959,0.9269624270803412,0.40014611070600253
2,2,2,2,6,0,90,10,0,1,0.86,12.0,1,1,0,1,77.87530408778318,0.7619217186093882,0.5985823490891983
4,5,2,1,6,0,90,45,0,1,0.72,3.0,1,1,0,1,22.661679415213474,0.7634959586169872,0.5616630691736199
1,1,3,3,4,0,150,15,0,1,0.72,12.0,1,0,0,0,42.64479880224309,0.7748204488214191,0.04419243445066272
4,2,1,3,4,0,90,45,0,1,0.86,72.0,0,1,1,0,27.153152225156507,0.7165016973513366,0.6179469826688442
5,1,2,1,1,0,75,60,0,1,0.82,2.0,1,0,1,0,60.99614513097285,0.9514284434851601,0.2840641057100207
5,2,4,4,4,1,150,10,1,0,0.82,24.0,1,1,0,1,62.56485167433238,0.682265826798941,0.5939512932402958
2,5,1,1,3,0,90,20,1,0,0.86,1.5,0,0,0,1,50.16187404263574,0.6004269404894471,0.2514113635274959
2,3,4,2,8,0,180,30,0,0,0.72,24.0,0,1,0,1,130.8903703136829,0.5405557124120391,0.6494213470069459
5,3,2,1,5,1,60,15,0,1,0.72,1.5,1,1,1,0,28.92037681931702,0.7274028994257626,0.6183620482530747
3,1,3,4,3,0,90,15,1,1,0.86,3.0,1,1,0,1,89.18539962564356,0.6035957907275024,0.6172052277328371
3,1,3,2,1,1,75,0,0,0,0.86,24.0,1,1,1,0,105.02323947612561,1.0,0.6500154929840838
3,1,3,2,7,1,30,45,1,1,0.82,24.0,0,0,0,0,100.55369194411392,0.5831682908529693,0.09621401426970144
2,1,1,2,8,1,75,45,1,1,0.82,3.0,1,1,0,0,55.67505669233474,0.6515638090418654,0.40150723782862596
5,3,2,1,2,1,75,60,0,1,0.82,4.0,0,1,1,1,5.1603141412312015,0.7202683837508774,0.793021422564926
5,4,4,3,6,0,45,15,1,0,0.72,3.0,1,1,1,1,82.9959457070189,0.5836885721272486,0.8544724304224385
1,3,3,1,3,0,90,0,0,0,0.72,12.0,1,1,0,0,42.700594856853066,0.7114117077069,0.38866824369841907
5,2,1,2,0,1,45,60,0,1,0.82,1.5,1,1,0,0,39.16137627466535,0.8435998449665938,0.37705559503544867
3,4,5,4,8,1,90,15,0,0,0.82,4.0,1,1,0,1,74.97102184766632,0.7113980957594572,0.6001828145286155
5,1,2,4,6,0,120,20,0,0,0.86,72.0,1,1,1,0,38.08857626447524,0.8064736587531971,0.6189392280635931
3,3,2,2,7,0,75,15,0,0,0.86,72.0,1,0,1,0,114.36547462888157,0.6334457523597925,0.3419024470874022
1,5,1,1,5,0,90,10,0,1,0.72,3.0,1,1,0,0,54.51859554075406,0.5345121448385788,0.4089298802218022
5,3,4,2,2,1,75,45,0,0,0.86,12.0,1,0,1,1,55.859373816590825,0.6527940350715122,0.49154400008938803
1,2,3,5,0,0,120,20,0,0,0.82,3.0,1,1,0,0,94.91962313875867,0.5684967813654361,0.433484974063592
2,3,1,1,7,0,30,15,0,1,0.86,96.0,1,1,0,0,29.440958325472906,0.757869222709385,0.37657645996065836
1,3,2,1,5,0,150,10,0,1,0.86,1.5,0,1,0,0,114.65706195754416,0.6748331429458518,0.43919972129881985
4,1,2,2,0,1,45,10,0,0,0.82,1.5,0,1,1,0,87.83555485996084,0.7600539756399473,0.655353258278511
2,1,2,1,7,0,120,15,1,0,0.82,4.0,1,1,0,0,128.17874707285975,0.7785079461239381,0.44095694181989753
3,3,2,1,6,1,60,60,0,0,0.82,1.5,1,1,1,1,74.67796761115473,0.5969161720960519,0.8480011796940462
4,1,4,3,7,1,90,15,0,0,0.86,8.0,1,0,1,1,98.32024389087971,0.7563874300915472,0.5125997091541782
2,3,5,1,2,1,75,0,0,0,0.86,96.0,1,1,0,1,72.83125644694616,0.6128660129978923,0.6056535500547784
3,1,1,5,1,1,180,60,1,1,0.86,1.5,1,0,1,0,32.10492618891606,0.7389110572631977,0.27967951011752024
5,2,3,2,3,1,30,45,1,0,0.72,96.0,0,0,1,0,30.012986600846677,0.5045179181110868,0.2946924034661217
5,1,5,4,3,1,75,30,0,0,0.72,48.0,0,0,0,0,40.05528001719951,0.5792453137340268,0.056156348050084466
5,2,5,3,1,1,30,60,0,1,0.82,1.5,1,0,1,0,123.56724023782765,0.7483353866269519,0.33999468309466513
5,1,3,1,1,1,75,0,0,0,0.72,48.0,1,0,0,0,10.151378300766126,0.7805523212936151,0.022128923043291032
2,4,1,5,4,1,120,30,0,1,0.86,1.5,0,1,0,0,61.4431423697484,0.4766074766114408,0.41759957155036476
4,3,5,3,0,1,180,45,1,0,0.82,24.0,0,1,1,0,57.0427344708868,0.7952428163817316,0.6323614925005367
1,5,2,1,0,0,90,20,0,1,0.72,2.0,1,1,1,0,166.60244317325277,0.5526854690563292,0.7223803126148921
2,3,3,4,7,0,30,30,0,1,0.72,2.0,1,1,1,0,37.85599437086615,0.670667128538691,0.6282906305828692
2,2,2,4,6,0,75,20,1,0,0.82,24.0,1,1,1,0,70.52880050618849,0.7706669685118213,0.6430725125416316
3,5,2,4,7,0,75,45,0,1,0.72,8.0,1,1,0,1,58.98395176776116,0.6998759376386358,0.5903313188771363
1,3,1,2,4,0,90,20,0,0,0.82,12.0,0,1,0,0,81.24365431934295,0.7180097869660809,0.41390175112526967
3,5,3,3,1,0,45,15,0,0,0.82,12.0,0,1,0,0,23.02767650726007,0.6441895648492268,0.3802585147987275
2,1,3,5,6,1,90,30,0,0,0.82,2.0,1,1,0,0,51.542900383466836,0.7097638711658378,0.3946784626073693
1,3,1,2,1,1,75,0,0,0,0.82,12.0,1,0,1,1,28.204740997899272,0.8831364440334947,0.4569836095829215
1,5,5,4,0,1,45,30,1,0,0.82,12.0,0,1,0,0,69.20319379043434,0.6296923029776633,0.4120570013185198
4,3,1,1,4,0,30,45,1,1,0.72,48.0,1,0,0,0,40.5468507784179,0.6332386371229679,0.05270452925367085
2,1,2,1,8,1,150,15,0,1,0.86,12.0,1,0,1,1,53.73191939031754,0.7254475428867668,0.48503995159147134
1,3,3,3,2,0,75,10,0,1,0.82,72.0,1,0,1,0,41.421764397400835,0.5700320666102063,0.29771226493555275
2,3,3,2,5,1,60,15,0,0,0.82,48.0,1,1,0,0,99.8155043523189,0.5919708037421804,0.43510571330626
1,5,1,5,7,1,45,10,0,0,0.72,12.0,1,0,0,0,68.73820348912118,0.6460161248956138,0.07060434025005449
5,5,4,5,8,1,45,0,0,0,0.86,1.5,1,1,1,0,92.72094688279205,0.5640161038922427,0.6723328373160712
5,3,3,2,4,1,45,10,0,1,0.82,12.0,1,1,1,1,73.58851886897467,0.8103735706960515,0.8323328626305928
4,4,2,4,1,0,30,10,0,0,0.82,12.0,0,1,0,1,72.15836104279722,0.6333728326628477,0.6037694757421321
2,5,1,3,1,0,45,20,0,0,0.86,72.0,1,1,0,0,11.487273150784636,0.5845122407430647,0.3767423252485086
5,5,1,1,0,1,60,15,1,0,0.72,4.0,0,1,1,0,81.63721575499709,0.7282081464684322,0.6534502402505412
3,5,5,5,4,1,180,10,1,1,0.82,96.0,1,1,0,1,149.54214946989376,0.5571375608293503,0.660695137055208
2,3,5,3,7,0,30,15,0,0,0.86,12.0,1,1,1,0,66.17578612602415,0.7386870044292321,0.6424091004406366
3,4,3,1,1,1,150,60,1,1,0.86,2.0,1,1,0,0,33.984411674804065,0.4680786727917541,0.3998907673544466
4,5,4,1,8,0,45,15,0,1,0.82,48.0,1,1,0,0,69.28085612886312,0.7065038446493731,0.406731968293786
2,3,5,5,5,1,30,60,1,0,0.82,8.0,1,1,0,1,110.57746386431228,0.6306488463559601,0.6295728899979577
1,3,5,4,1,0,120,30,0,0,0.82,24.0,1,1,0,0,92.94258806025073,0.5803394617969545,0.4313379630477137
1,3,1,1,2,1,75,60,0,1,0.82,72.0,1,1,0,0,19.774282087445357,0.8843168885462278,0.36128067252672763
3,5,3,1,8,0,120,30,0,0,0.86,48.0,1,1,0,1,102.49087951981849,0.5610420016984357,0.6290543128943218
2,4,2,4,2,1,150,45,0,0,0.86,72.0,0,1,1,0,31.994167442045907,0.7861242118560933,0.6163007501314375
1,5,2,2,5,1,90,20,0,1,0.82,4.0,0,1,0,1,54.90154876041518,0.6264848980197403,0.5927470896455617
4,3,1,5,6,1,90,30,0,0,0.86,4.0,1,1,0,0,70.55548667072,0.6512968555000065,0.41144621122881286
3,2,5,5,3,0,45,45,0,0,0.72,12.0,1,1,1,1,54.6696378850374,0.6738155584807562,0.8292793361630387
1,1,4,1,2,1,90,30,0,0,0.86,4.0,1,0,0,0,55.398008872878165,0.7966386863060959,0.0511672978738254
5,5,3,3,7,0,120,10,0,0,0.86,72.0,0,1,0,1,31.92918776097944,0.7468352660283142,0.5690076565520044
4,1,2,4,2,1,180,30,0,1,0.82,48.0,1,0,1,0,65.81668730485087,0.610450877736484,0.31114623009501335
2,2,4,2,8,1,30,20,1,0,0.86,3.0,1,0,1,0,45.446637307051645,0.6246783235968377,0.2965702755529224
4,3,4,4,2,1,60,30,1,0,0.86,72.0,1,1,1,1,88.14463167539863,0.5075521262028,0.8632344389494031
3,3,2,1,5,1,120,20,0,0,0.82,24.0,1,0,0,1,187.07634512916687,0.6899186462126543,0.33642325818455876
1,1,2,5,1,0,120,20,1,0,0.86,8.0,1,1,1,0,93.4930265068239,0.7203518881376821,0.661904052168245
2,4,4,2,0,1,45,30,1,1,0.72,24.0,0,0,1,0,103.18675301492361,0.7333106523768479,0.32745942301023634
5,2,2,3,1,1,90,15,0,0,0.86,24.0,1,1,0,1,111.90068406347379,0.8038211294069825,0.6183329769838272
3,4,5,4,5,0,150,45,0,1,0.82,24.0,1,1,1,1,190.51804392307264,0.861660818818138,0.9066957719647788
1,3,1,5,4,0,30,60,0,1,0.72,48.0,0,1,0,1,195.1700735432793,0.616703670291584,0.6869441254417753
1,4,3,1,6,0,150,10,1,1,0.72,3.0,1,1,0,1,108.53778100057886,0.5781371331936828,0.6318889213434948
3,3,3,2,4,1,30,60,0,1,0.72,4.0,1,1,0,1,72.47215605322833,0.688766240917218,0.6001011338379469
4,5,5,1,4,1,60,20,0,0,0.82,12.0,1,1,0,1,162.23798713569022,0.7699590347547653,0.6542615256576265
2,4,3,3,5,0,180,60,1,0,0.82,3.0,1,1,0,0,53.42535839204823,0.5284286094932746,0.4086269029301696
5,4,3,3,8,1,45,60,0,0,0.86,24.0,0,1,0,1,56.21285645268827,0.5096674314032924,0.601798517436895
5,5,3,5,5,0,60,45,0,1,0.82,2.0,1,1,0,1,102.45691470283768,0.4512787460244334,0.6367150975801815
2,4,5,4,4,1,150,30,0,1,0.82,48.0,1,1,1,0,47.25695104670708,0.6972133096104371,0.6326997023584074
1,5,1,5,5,0,75,15,0,1,0.86,3.0,1,1,0,1,94.77790328391171,0.5283318270609753,0.6262020409616729
1,4,3,1,1,0,90,45,0,1,0.86,12.0,1,1,0,1,15.517059164417937,0.8001564178868507,0.5543337568575324
2,3,4,5,0,1,75,20,0,1,0.72,72.0,1,1,1,0,55.81298984843415,0.5453802211035301,0.649032044421709
2,3,3,2,8,1,90,60,0,0,0.82,12.0,1,0,0,1,120.76484017945744,0.6683198958985843,0.2937275007400707
2,3,2,5,2,1,75,60,0,0,0.82,3.0,1,1,0,1,145.99117724282695,0.5842679664705129,0.6564286938422821
3,3,2,4,2,1,150,10,1,0,0.82,72.0,1,1,1,0,112.23442493356089,0.880935387753184,0.6631574728129844
1,3,3,3,3,1,75,45,0,1,0.82,2.0,1,1,0,0,32.63342921875653,0.4777952509874467,0.3983099519100498
4,3,5,2,0,0,45,15,0,1,0.72,4.0,0,0,0,1,111.821048637995,0.7573129446731752,0.2815354596315411
5,2,2,2,3,0,120,60,0,0,0.86,4.0,1,1,0,0,44.20522506975675,0.84765953055365,0.380133982907749
4,1,2,2,7,1,150,60,0,0,0.82,8.0,1,0,1,1,39.525592073885726,0.7756259654696712,0.47205657713304683
5,1,1,1,2,1,120,15,0,0,0.72,3.0,1,0,0,0,60.064038331624175,0.9189298899169088,0.045717599926899166
5,4,5,5,0,0,60,20,1,0,0.86,96.0,1,1,0,0,31.08496210414709,0.6701507389487044,0.38381275634302214
1,2,1,5,8,0,60,15,1,1,0.86,72.0,1,1,0,0,44.94496766613649,0.7241537288790711,0.3892725507558894
1,4,2,2,5,1,75,0,0,0,0.82,8.0,0,0,0,1,107.04551603035671,0.6515821393301163,0.285752927600463
1,2,4,5,3,1,45,30,0,1,0.86,12.0,1,0,1,1,55.459458402730284,0.6082469904096623,0.49439568293981045
4,4,2,2,1,1,90,15,0,0,0.86,3.0,1,1,1,1,51.6109503081519,0.8094393455322537,0.8177465460181769
4,3,2,4,2,1,75,30,1,0,0.86,24.0,0,0,0,0,25.136547682191335,0.6485389430725671,0.04135997243971453
5,3,2,5,8,1,60,60,1,0,0.82,1.5,1,1,1,1,41.728686435362356,0.6162975363130572,0.8246782967483276
3,3,3,2,1,0,150,30,0,1,0.72,8.0,1,0,0,0,21.70284123880878,0.7756283793386081,0.03017457427216996
3,5,4,3,3,1,150,20,0,0,0.86,72.0,1,0,0,1,134.79817076147992,0.5913270988850836,0.3084725502523641
3,4,3,1,3,0,60,30,0,0,0.72,4.0,1,0,0,0,105.06863029154998,0.7020629570018841,0.09090134653756811
3,2,1,4,5,0,120,15,1,0,0.82,2.0,0,1,0,0,100.05128366738475,0.5700303607974764,0.4367987305224332
4,4,5,1,0,1,90,0,1,0,0.82,48.0,1,1,0,1,37.386084489403274,0.740352273176477,0.5730993972039155
1,4,1,2,7,1,45,60,0,0,0.72,4.0,1,0,0,1,29.936417587840367,0.7364220881485923,0.22840806555482546
2,1,2,2,5,0,45,0,0,1,0.82,8.0,1,1,0,0,55.64229153665946,0.8735882405612477,0.38594368418515235
3,5,2,5,2,0,90,20,0,0,0.86,2.0,1,1,0,1,148.40743082514712,0.5779557855867614,0.6584813822256915
4,2,2,2,0,0,180,30,0,0,0.86,72.0,1,0,0,1,20.573825935676293,0.8226630983160466,0.21612946707499428
2,2,5,3,8,0,60,45,0,1,0.86,1.5,1,1,1,0,78.12498627041995,0.6370737056236945,0.6574881647866214
1,2,2,5,2,0,45,0,1,0,0.82,24.0,1,1,0,0,47.468380173634955,0.7294734808549368,0.3905824431225777
5,3,2,3,6,0,120,15,1,0,0.86,96.0,1,0,1,0,16.610893530461944,0.6148020318280001,0.2780377867923479
2,2,5,5,0,1,30,15,0,0,0.86,96.0,1,1,1,1,70.20721079968345,0.7391469777700278,0.835064518755887
5,2,2,3,2,1,60,0,0,0,0.86,8.0,1,1,1,1,98.1809848272712,0.641232230880059,0.8605677337232434
1,3,3,2,0,0,150,15,0,1,0.82,3.0,1,0,0,0,64.50728152498192,0.8971820545649389,0.05020211053044222
3,4,1,1,3,1,30,15,0,0,0.72,8.0,1,0,0,0,82.19902790930811,0.8631188349027105,0.06438103349634902
4,5,2,2,3,1,180,0,1,0,0.82,48.0,0,1,1,1,108.00635934642013,0.561471580494775,0.872701228929646
2,2,3,2,7,1,60,0,0,1,0.86,48.0,1,1,1,1,53.78831228269722,0.70073013843076,0.8268077651649783
1,4,3,4,4,1,90,20,0,0,0.86,12.0,1,1,1,0,30.479774878521912,0.6317302458082013,0.6260987327124405
3,4,5,3,3,1,120,10,0,0,0.86,4.0,1,1,0,1,24.165234906901652,0.6325156092000553,0.5718340639605973
2,2,2,2,7,0,120,0,0,0,0.82,2.0,1,1,1,0,104.1833298791764,0.7523547795118504,0.6667907186869548
4,1,5,1,3,1,75,45,0,0,0.72,48.0,1,0,0,0,30.20089598365363,0.6203124481937594,0.046712059282205926
1,2,2,3,4,1,75,20,0,0,0.72,12.0,1,1,0,1,20.95394254026144,0.6031915698559468,0.5717458851369247
3,4,4,4,0,0,90,45,0,1,0.82,72.0,1,1,1,0,60.87211251271147,0.6563250215371887,0.6446386568342045
5,5,3,1,8,0,180,30,1,0,0.72,3.0,1,1,1,1,85.0462330566505,0.611803047849895,0.8538712753549411
4,4,4,1,8,1,150,10,0,0,0.82,12.0,1,1,0,1,93.94022142794148,0.5791801395297734,0.6220842045182102
5,4,5,2,4,1,120,15,0,0,0.82,24.0,1,1,1,0,86.17065041090757,0.5716065195018418,0.6674346439088096
1,5,2,4,2,1,60,20,0,0,0.72,12.0,1,1,0,1,31.890922588392165,0.5305953567449496,0.5841189400867817
3,5,4,3,3,1,180,15,1,1,0.72,12.0,1,1,1,1,9.165517324770256,0.5896970440122441,0.8048315518023231
2,1,5,5,2,1,150,30,0,0,0.82,72.0,0,1,0,0,92.7757934027067,0.5282924548305997,0.4348700570969959
1,5,1,2,6,0,75,20,0,0,0.86,3.0,1,1,0,0,72.00331005261087,0.6584241176747063,0.41191251846451116
5,1,3,1,0,1,75,0,0,0,0.86,1.5,1,0,1,0,88.33248957536695,0.9124054823822885,0.3050199426168178
3,4,2,2,0,0,180,20,1,1,0.86,24.0,0,1,0,0,63.93363486325901,0.7325481746499872,0.4013440510166736
4,1,5,4,0,1,45,15,0,0,0.86,12.0,1,0,1,1,138.82155423469038,0.7089202179021431,0.5429232875699769
3,3,5,2,5,0,60,10,1,1,0.82,12.0,1,1,0,0,45.30097705000429,0.5133739699078982,0.4042644734731167
5,3,4,5,1,0,75,60,0,0,0.86,12.0,0,0,1,0,52.40406424060765,0.6552042301036497,0.29907174671981623
5,1,5,2,7,0,90,30,1,1,0.86,96.0,1,1,1,1,83.463264359904,0.8113023429799083,0.8388510122313424
4,5,5,3,6,0,150,0,0,1,0.72,48.0,1,1,0,1,31.783702190450665,0.5176462490038041,0.5849538973633676
4,1,5,4,1,1,75,60,0,1,0.82,12.0,1,1,0,0,55.92022331740692,0.7305124783572103,0.3961442753932666
2,1,1,5,3,0,150,45,0,0,0.86,96.0,1,1,1,0,71.27888668742767,0.7952087493316929,0.6418546453384001
5,4,3,2,5,1,150,45,0,0,0.82,4.0,1,0,0,0,104.63724940420563,0.7011327206907243,0.09067887582111972
5,4,1,1,5,0,150,15,0,1,0.82,72.0,1,0,0,0,90.0176603982768,0.8109878695626752,0.07324262272946394
3,2,2,3,5,0,120,20,0,1,0.72,12.0,1,1,0,1,46.588552489472136,0.6644714562149949,0.5845460330579318
3,5,5,1,1,1,180,45,0,0,0.72,4.0,0,0,0,1,51.71770526898459,0.8105947882295746,0.23773683500325285
2,2,4,5,4,1,45,15,0,1,0.72,96.0,1,0,0,0,70.53811863696335,0.5402716517646781,0.07920639680111477
4,1,5,1,1,1,75,20,1,1,0.86,8.0,1,1,0,0,34.42150900046379,0.7725252175025068,0.3788709074418004
1,5,5,4,2,1,120,10,0,1,0.72,4.0,0,1,0,0,116.77649936329124,0.6326763148358667,0.4435636575370169
5,1,5,3,2,0,45,45,0,0,0.72,2.0,1,1,0,1,67.9157974699427,0.7125017814514143,0.5954020736116962
5,3,1,2,5,0,60,30,0,0,0.72,2.0,1,0,0,0,96.93594407772544,0.6353683204499337,0.09014818028698826
4,4,3,3,4,1,75,10,0,0,0.72,2.0,0,1,1,1,91.59262451986963,0.687583219767593,0.8529309242961816
2,2,5,1,4,0,75,10,0,1,0.86,8.0,1,0,0,0,60.41102730534244,0.680452686593321,0.06264233014202916
5,3,4,3,8,1,180,15,0,1,0.82,12.0,1,1,0,0,92.58126220419715,0.6085557327356773,0.4291219401779674
4,5,1,4,5,0,120,45,0,0,0.72,24.0,1,1,1,1,62.02250524189013,0.6028341676257857,0.8391499450941218
4,5,3,5,8,1,30,30,0,0,0.72,12.0,1,1,0,1,80.57702633169419,0.45734815006294416,0.6217036470500568
4,5,3,3,5,1,60,45,0,0,0.72,8.0,0,1,0,1,65.075527509683,0.5719836863174182,0.6033448269642361
1,5,4,1,5,1,120,0,0,0,0.86,4.0,1,1,0,0,128.19533093470565,0.6186962185540826,0.4521548186576847
2,5,4,5,8,1,75,30,0,0,0.82,4.0,0,1,0,1,55.32729665472109,0.6091466384397832,0.594244599745696
5,3,5,5,6,0,75,20,0,0,0.86,96.0,1,1,1,0,51.63647013840231,0.6526784391139636,0.6387368226876241
5,1,1,3,1,0,150,30,0,0,0.86,4.0,1,0,1,0,85.2795967904242,0.8523332970423059,0.30718973373398806
5,3,5,2,3,0,60,15,0,1,0.72,1.5,0,1,1,0,73.9338382744111,0.6127901654826138,0.6563939139324911
4,2,4,3,1,0,150,15,0,0,0.72,8.0,1,0,1,1,88.85679974950814,0.7563014119994522,0.5062967676597104
4,1,2,4,2,0,150,10,0,1,0.82,72.0,1,1,1,1,24.27208762506873,0.7242067387812694,0.805486920035357
1,1,4,4,5,0,150,15,0,0,0.86,72.0,0,1,0,0,133.23393610098398,0.8195249520425847,0.4414558774243418
4,5,5,3,8,1,45,0,1,0,0.82,8.0,1,1,0,1,138.45447748244305,0.5070948672868999,0.6568063442782124
5,1,1,2,8,0,90,60,0,0,0.86,12.0,1,1,1,1,17.697277763574093,0.6873656736757403,0.8036825880184143
1,5,2,1,2,0,60,30,0,0,0.72,4.0,1,1,0,0,70.91624080857103,0.6765817766272663,0.40991676950847206
3,1,3,3,0,1,120,60,1,1,0.72,48.0,1,1,1,0,80.5094578008179,0.9062555893703836,0.6402350806112852
3,2,1,5,8,0,60,45,0,0,0.86,12.0,1,0,1,0,78.601598840069,0.5915898543212135,0.3209897760908944
4,4,5,5,0,1,30,45,0,0,0.82,1.5,1,1,0,1,60.345598018957666,0.6664209004355162,0.593580935648819
5,3,1,5,1,1,30,60,0,1,0.72,8.0,1,0,0,0,77.5486013278989,0.759413804525153,0.06854010123517189
2,5,4,3,5,1,90,0,0,1,0.72,3.0,1,1,0,0,80.59595878081099,0.5843229445903033,0.4228280330658861
5,5,1,2,4,1,30,15,0,1,0.72,4.0,1,1,0,1,77.87408422276893,0.6355763588999598,0.6074257110255155
3,3,1,1,5,1,120,0,0,1,0.86,48.0,1,1,0,1,14.622095284434398,0.5672663205410611,0.5700394210850821
1,3,5,1,6,0,30,20,0,1,0.82,24.0,1,1,0,1,70.16879495933932,0.5825146836367533,0.6060031687849868
2,1,3,2,6,1,120,30,0,0,0.86,1.5,1,1,0,1,35.86565674539396,0.6678235489379631,0.5771627894046052
2,4,1,5,0,1,180,45,0,0,0.72,24.0,1,0,1,1,89.18098411185574,0.6217461047038576,0.5159317620786338
2,4,1,5,1,0,150,0,1,1,0.72,2.0,1,1,1,1,117.02834923851978,0.6807313022829349,0.8703677083325411
4,3,2,3,1,1,90,30,0,0,0.72,8.0,0,0,1,1,91.77394706875106,0.7827231589414374,0.5063920102532667
4,2,1,3,4,1,180,0,1,1,0.82,2.0,1,0,0,0,138.87514408588822,0.7182752309542153,0.11230416322379708
5,4,1,4,5,0,120,20,0,1,0.82,2.0,1,1,0,0,60.71845872585345,0.6437851157902513,0.40541401437858476
2,1,2,2,0,1,120,15,0,0,0.72,3.0,1,1,0,1,29.30213435418053,0.8321115463873769,0.561286947989004
5,5,1,2,4,1,120,30,1,1,0.82,72.0,1,1,1,0,78.66804142603293,0.5709185934299943,0.6624810594105891
2,4,1,5,3,0,180,30,0,0,0.86,12.0,1,1,1,1,22.096931092838656,0.7307623032462581,0.8035779261679877
1,1,2,1,4,1,120,30,0,1,0.72,72.0,1,0,0,0,134.86273627101764,0.8625331242593003,0.09953117214919409
1,4,1,1,6,1,75,30,0,1,0.86,12.0,1,1,0,0,19.34114537407457,0.5739505187739905,0.3827175606018704
5,1,3,4,8,1,90,20,0,0,0.72,24.0,1,1,1,0,98.9410556539163,0.5348327936460873,0.6785224082140515
5,1,2,1,7,1,60,20,1,1,0.72,8.0,1,1,1,0,70.09154321921443,0.7208051311959934,0.6462713362957568
1,5,4,2,4,1,30,30,0,1,0.72,12.0,1,1,0,0,146.4536980269453,0.6935217559794415,0.4590892757660693
2,5,2,2,0,0,90,10,1,0,0.72,1.5,1,1,0,0,74.38151505387545,0.7982396513531177,0.4037109011078654
3,1,5,5,0,1,30,30,0,1,0.82,2.0,1,1,1,0,104.80154186505182,0.6749849965296691,0.6726187448196244
4,3,1,2,6,1,30,60,0,0,0.82,1.5,1,0,1,0,94.93940863459876,0.6169870937744509,0.330103842525521
1,3,4,2,0,0,180,45,1,0,0.72,72.0,0,0,0,0,37.90671735718874,0.6427343346553263,0.05027974147891966
3,5,1,3,6,1,90,10,1,0,0.72,96.0,1,1,0,1,85.1334563012317,0.7444020206882186,0.6046474960859792
2,3,2,2,5,1,120,0,0,0,0.72,2.0,1,0,0,0,49.40010623939465,0.6177867998779746,0.05968832816813821
1,1,1,2,1,1,90,30,0,1,0.82,1.5,1,0,0,0,64.48213101093077,0.6748552140705586,0.06574822235568141
